id_tbl_preguntas_conversacion_conecta2,fk_tbl_conversaciones_conecta2,pregunta,respuesta,calificacion,comentario
382,195,"cuáles son las políticas y autorizaciones necesarias para redistribución de cupos","Para la redistribución de cupos en Davivienda, es importante tener en cuenta las siguientes políticas y autorizaciones:

1. No es necesario que en el acta de aprobación esté incluido el corto plazo para poder redistribuir los cupos hacia este producto.
2. Se debe asignar la garantía de los demás productos aprobados y el valor del cupo de corto plazo, el cual no puede exceder el valor total del portafolio aprobado.
3. Para la distribución de cupos de clientes portafolio, se debe diligenciar el formato establecido y cumplir con las políticas de distribución.
4. El cupo de sobregiro podrá ser matriculado nuevamente solo hasta el monto definido en acta.
5. No hay límite de redistribuciones para un mismo cliente.
6. Cualquier autorización especial o excepción para redistribución de cupos antes de los 6 meses debe ser escalada y autorizada por el Director de Segmento Pyme y Rural.

Además, para la redistribución de cupos en tarjetas de crédito y Crediexpress rotativo, el cliente puede autogestionar este proceso a través de la Súper App Davivienda o Davivienda.com, siguiendo los pasos indicados para seleccionar productos y redistribuir cupos, respetando montos mínimos y múltiplos establecidos.

📄 **Información adicional disponible:**

• Políticas de Redistribución de Cupos - Marc Pyme: [https://drive.google.com/drive/u/0/folders/14Hg8iMRC9VSqv5jwbxdJ0nquFZpPKyg5](https://drive.google.com/drive/u/0/folders/14Hg8iMRC9VSqv5jwbxdJ0nquFZpPKyg5)

• Proceso de redistribución de cupos en tarjetas de crédito: [https://sites.google.com/davivienda.com/conecta/personas/medios-de-pago/tarjeta-de-cr%C3%A9dito](https://sites.google.com/davivienda.com/conecta/personas/medios-de-pago/tarjeta-de-cr%C3%A9dito)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
383,196,"Requisitos para solicitar una tarjeta de crédito ","Para solicitar una tarjeta de crédito en Davivienda, debes cumplir con los siguientes requisitos:

1. Ser mayor de edad (sin límite máximo). Para tarjetas específicas como la Amparada, puedes ser desde los 14 años; para la Diners Joven, entre 15 y 26 años; y para la Genérica, desde los 18 años.
2. Tener ingresos iguales o superiores a un salario mínimo mensual. Ten en cuenta que para tarjetas Diners Club, especialmente la Diners Black, el ingreso mínimo requerido es de $8 millones.
3. Diligenciar la solicitud correspondiente.

Además, las tarjetas de crédito Davivienda ofrecen diferentes segmentos según tus ingresos y el cupo que necesites, desde la Clásica hasta la Signature o Diners Black.

Si quieres conocer más detalles, puedes consultar el sitio de Conecta donde encontrarás información adicional.

👆✨ Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
384,196,"Es decir que un cliente de 93 años puede pedir una tarjeta de crédito?","Sí, un cliente de 93 años puede solicitar una tarjeta de crédito en Davivienda, ya que no existe un límite máximo de edad para hacerlo. Solo es necesario ser mayor de edad y cumplir con los demás requisitos como tener ingresos iguales o superiores a un salario mínimo mensual y diligenciar la solicitud correspondiente. 😊👍

Si quieres más detalles, puedes consultar la información disponible en el sitio de Conecta.

📄 **Información adicional disponible:**

• Detalles sobre tarjetas de crédito Davivienda: [https://sites.google.com/davivienda.com/conecta/personas/medios-de-pago/tarjeta-de-cr%C3%A9dito](https://sites.google.com/davivienda.com/conecta/personas/medios-de-pago/tarjeta-de-cr%C3%A9dito)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
385,197,"que es una transferencia bancarizada ?","Una transferencia bancarizada es un proceso mediante el cual se envía o recibe dinero entre cuentas bancarias de diferentes entidades financieras, utilizando canales electrónicos seguros. En Davivienda, por ejemplo, puedes realizar transferencias a otros bancos en línea a través del servicio TransfiYA, que permite enviar, recibir o pedir dinero usando solo el número de celular asociado a la cuenta. Este tipo de transferencia es rápida, segura y puede requerir la autorización del destinatario para completar la operación. Además, existen límites diarios para estas transferencias, como un máximo de $2 millones y hasta 15 transferencias diarias. 😊👍

Si quieres conocer más detalles sobre el servicio TransfiYA y cómo funciona, puedes consultar los siguientes enlaces:

📄 **Información adicional disponible:**

• Más sobre TransfiYA y transferencias a otros bancos: [https://www.transfiya.com.co/home](https://www.transfiya.com.co/home)

• Detalles y preguntas frecuentes en la comunidad Davivienda: [https://comunidadesdesoporte.davivienda.com/respuestas/14770](https://comunidadesdesoporte.davivienda.com/respuestas/14770)

• Información sobre cómo enviar, pedir o recibir dinero con TransfiYA: [https://comunidadesdesoporte.davivienda.com/respuestas/7923](https://comunidadesdesoporte.davivienda.com/respuestas/7923)",NULL,NULL
386,198,"bloqueo o en tarjeta de credito","¿Quieres saber qué significa el bloqueo "O" en una tarjeta de crédito, cómo afecta el uso de la tarjeta, o necesitas ayuda para resolver un bloqueo de este tipo? ¿O te gustaría conocer los pasos para desbloquearla?",NULL,NULL
387,199,"Mensajes de error en Teller Elevate","¿Podrías contarme qué tipo de mensajes de error has estado viendo en Teller Elevate? ¿Quieres saber cómo identificarlos o cómo solucionarlos?",NULL,NULL
388,198,"Como hago el levantamiento de este bloqueo","El bloqueo 'O' en una tarjeta de crédito es un bloqueo provisional que puede ser aplicado por la oficina o de manera extensiva debido a mora o por prevención desde el área de monitoreo y fraude. Este bloqueo sí se puede levantar. Para hacerlo, el levantamiento depende del canal por donde ingreses como cliente. Te recomiendo comunicarte a través del canal por el cual gestionas tus productos para que te orienten y realicen el levantamiento correspondiente. 😊

Si necesitas más detalles específicos sobre el proceso en AS400, puedes consultarlo directamente en los canales de atención autorizados.",Mal,NULL
389,196,"Cómo se solicita la tarjeta de crédito? Qué otros créditos puede pedir ese cliente de 93 años?","Para solicitar una tarjeta de crédito en Davivienda, puedes hacerlo fácilmente a través de la App Davivienda siguiendo estos pasos:

1. Ingresa a la App con tu documento de identidad y clave virtual.
2. Selecciona la opción 'Solicitar Productos' y luego 'Tarjeta de crédito'.
3. Completa la solicitud y espera la evaluación, que tarda menos de 5 minutos.
4. Podrás usar la tarjeta inmediatamente en comercios electrónicos o físicos con billeteras digitales como Apple Pay o Google Pay.
5. La tarjeta física llegará a tu domicilio y se activa desde la App o la página web.

Para un cliente de 93 años, no hay límite máximo de edad para solicitar la tarjeta, solo debe cumplir con los requisitos generales como ser mayor de edad y tener ingresos iguales o superiores a un salario mínimo mensual.

En cuanto a otros créditos, el cliente puede acceder a diferentes productos crediticios que ofrece Davivienda, siempre y cuando cumpla con los requisitos específicos de cada uno. Por ejemplo, puede solicitar créditos de consumo, créditos hipotecarios o créditos para vehículos, considerando su capacidad de pago y evaluación crediticia.

Además, existen tarjetas exclusivas como la Tarjeta de Crédito Cafam Davivienda para afiliados, que ofrece beneficios especiales y aprobación rápida en línea.

Si quieres más detalles sobre la solicitud y los productos disponibles, puedes consultar los enlaces que te comparto a continuación. 👏😊",NULL,NULL
390,197,"me refiero a una transferencia internacional bancarizada ?","¿Quieres saber qué es una transferencia internacional bancarizada, cómo funciona, los tiempos en que se refleja en la cuenta, o qué información se debe proporcionar para recibirla? ¿O tienes alguna duda específica sobre este tipo de transferencias?",NULL,NULL
391,197,"si, quiero saber qué es una transferencia internacional bancarizada","Una transferencia internacional bancarizada es un proceso mediante el cual se envía o recibe dinero entre cuentas bancarias en diferentes países, utilizando canales electrónicos seguros y regulados por las entidades financieras. En Davivienda, estas transferencias pueden realizarse a través de canales digitales como la página web o la App móvil, permitiendo enviar y recibir dinero en las principales divisas del mundo, como dólares, euros, libras esterlinas, yen japonés, entre otras.

Estas transferencias ofrecen beneficios como tasas actualizadas en tiempo real, seguridad en la transacción, y la posibilidad de operar sin necesidad de desplazarse a una oficina. Los montos mínimos y máximos para enviar varían, por ejemplo, desde 35 hasta 50,000 dólares o su equivalente en otras monedas, con límites diarios establecidos.

El tiempo en que se refleja el dinero en la cuenta del beneficiario depende de la moneda y el canal utilizado, pudiendo ser desde el mismo día hasta un máximo de dos días hábiles. Además, el servicio está disponible en horarios específicos y puede requerir el envío de documentos soporte en algunos casos.

Si quieres más detalles sobre cómo realizar estas transferencias y sus condiciones, puedes consultar los enlaces que te comparto a continuación. 😊🌎",NULL,NULL
392,199,"mensajes que pueden estar alertando un error en Teller Elevate","En Teller Elevate, existen varios mensajes que pueden alertar sobre errores y te explico algunos de los más comunes y cómo puedes actuar ante ellos:

1. **ELEVATE Servicio de independencia de navegador no está en ejecución:** Debes apagar completamente la máquina y encenderla nuevamente para que tome las configuraciones actualizadas del navegador.

2. **Número de convenio duplicado:** Si aparece este mensaje, el cajero debe ingresar el recaudo por producto usando el número de cuenta asociado al convenio.

3. **0464464 Inactivo licencia:** El Director Administrativo debe actualizar el estado del usuario en la herramienta Elevate, en la sección Administración de Usuario, para que pueda ingresar nuevamente.

4. **Ha ocurrido un Error No Esperado en el ESB en Teller Elevate (código 3200):** Esto sucede cuando hay caracteres especiales (como la letra Ñ) en los datos del cliente en Cliente 360. Se debe actualizar la información sin esos caracteres.

5. **El ingreso a la institución falló por la siguiente razón: Expiró el tiempo de respuesta del destino:** En este caso, es necesario radicar un incidente (INC) en el aplicativo ADA para reportar la falla.

6. **Falló la ejecución de un comando en Tx Server, Posibles caracteres incorrectos:** Indica errores en datos del cliente en Cliente 360, que deben ser corregidos para continuar con la operación.

7. **Usuario Stratus vacío:** Se debe radicar un incidente en ADA con los datos del funcionario para que el área de Gestión de Usuarios corrija el problema.

8. **Si la validación del usuario falló:** Se debe contactar al administrador del sistema y radicar un INC en ADA para que el área de gestión de identidades lo revise.

9. **CLIENTE 360 (TRON2000D. CK_DIRECCIONES_DESCRIPCION) violated(prc_crea_dirección):** Ocurre cuando la dirección del cliente no tiene un formato válido. Se debe actualizar la dirección con un formato estándar y reportar el incidente.

Además, hay otros errores relacionados con usuarios bloqueados o sin asignación de oficina, que requieren acciones específicas desde perfiles superiores en Teller Elevate o soporte técnico.

Si necesitas ayuda con alguno de estos mensajes, no dudes en consultarme 😊",NULL,NULL
393,198,"como lo levanto en as 400","Lo siento, no encontré información relacionada a este tema. ¿Podrías reformular la pregunta?",NULL,NULL
394,200," códigos de transacción 611 "Ingresos y Egresos ..","Lo siento, no encontré información específica sobre el código de transacción 611 relacionado con ingresos y egresos. ¿Puedes reformular tu pregunta o ser más específico sobre lo que necesitas? 😊",NULL,NULL
395,197,"cual es la diferencia entre una transferencia bancarizada y una remesa ?
","La diferencia principal entre una transferencia bancarizada y una remesa radica en el canal y el propósito de la operación:

1. **Transferencia bancarizada:** Es un movimiento de dinero entre cuentas bancarias, que puede realizarse en línea o por otros canales electrónicos. Por ejemplo, en Davivienda, el servicio TransfiYA permite enviar y recibir dinero entre diferentes entidades financieras usando solo el número de celular. Estas transferencias son rápidas, seguras y pueden requerir autorización del destinatario.

2. **Remesa:** En el contexto bancario, una remesa se refiere a un pago o envío de dinero que generalmente se realiza mediante un archivo o lote (batch), y está destinada exclusivamente para pagos dentro de Davivienda. Las remesas pueden ser recibidas por archivo y se procesan para pagos específicos en la entidad.

En resumen, las transferencias bancarizadas son operaciones individuales y en línea entre cuentas, mientras que las remesas suelen ser pagos masivos o por lotes, generalmente para uso interno en el banco.

Si quieres más detalles sobre el servicio TransfiYA y cómo funcionan las transferencias, puedes consultar los enlaces que te comparto a continuación. 😊👍",Mal,NULL
396,201,"Qué productos le puedo ofrecer a un cliente con 93 años","Para un cliente de 93 años, especialmente si es pensionado, Davivienda ofrece productos adaptados a sus necesidades. Aquí te menciono algunos que podrían ser adecuados:

1. Cuenta de Pensionados: Es ideal para clientes pensionados o jubilados, incluyendo aquellos que reciben mesadas de Colpensiones u otros fondos. Esta cuenta es 100% transaccional y permite recibir varias mesadas pensionales en la misma cuenta. Además, se puede convertir una cuenta actual en una cuenta pensión a través de la App Davivienda manteniendo el número de cuenta.

2. Cuenta de Ahorros Tradicional: Es una cuenta sencilla que no requiere monto mínimo de apertura ni saldo mínimo. Puede ser individual o conjunta y ofrece acceso a canales como Call Center 24 horas, portal web y App Davivienda. Además, cuenta con seguro de depósito Fogafín.

Para abrir la cuenta de pensionado, se requiere principalmente la cédula y documentos que certifiquen la condición de pensionado. El proceso puede tardar hasta 2 meses en el caso de Colpensiones.

Estos productos están diseñados para facilitar la gestión financiera de personas mayores, brindando seguridad y facilidad en el manejo de sus recursos. 😊👍

📄 **Información adicional disponible:**

• Detalles sobre la Cuenta Pensionados: [https://sites.google.com/davivienda.com/conecta/personas/captaci%C3%B3n/ahorro/cuenta-pensi%C3%B3n](https://sites.google.com/davivienda.com/conecta/personas/captaci%C3%B3n/ahorro/cuenta-pensi%C3%B3n)

• Información sobre tasas y tarifas de la Cuenta de Ahorros Tradicional: [https://www.davivienda.com/wps/portal/personas/nuevo/personas/tasasytarifas/](https://www.davivienda.com/wps/portal/personas/nuevo/personas/tasasytarifas/)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
397,200,"el código de transacción teller elevate 611 ","¿Quieres saber qué es el código de transacción 611 en Teller Elevate, cómo se usa, o tienes alguna duda específica sobre su funcionamiento o aplicación? ¿Podrías darme un poco más de detalle para ayudarte mejor? 😊",NULL,NULL
398,202,"que hacer si un cliente pierde su CDT","Si un cliente pierde su CDT, debe seguir estos pasos para notificar y solicitar la reposición:

1. Acercarse a cualquier oficina del banco para notificar el extravío, hurto o destrucción total o parcial del CDT. Esta notificación debe hacerse por escrito.
2. Presentar la siguiente documentación:
   - Cédula de ciudadanía.
   - Publicar un aviso en un diario de circulación nacional informando sobre la pérdida, hurto o destrucción del título, y entregar la constancia de publicación con el sello del diario.
   - Carta solicitando la cancelación y reposición del título valor.
   - Formato de exoneración del banco, autenticado en Notaría.
   - Formato del extracto del aviso en prensa.
3. El aviso en prensa debe estar publicado por un día.
4. Pasados 10 días desde la publicación, el cliente debe regresar al banco para continuar con el proceso de reposición.

Ten en cuenta que la reposición mantiene la misma fecha de apertura y vencimiento del CDT original. Además, el bloqueo por pérdida o robo puede realizarse en cualquier oficina a nivel nacional.

📄 **Información adicional disponible:**

• Cómo bloquear un CDT: [https://drive.google.com/file/d/1ksKg1e3NOXn8Dyv88t9f9SKJ3T9qszWx/view](https://drive.google.com/file/d/1ksKg1e3NOXn8Dyv88t9f9SKJ3T9qszWx/view)

• Proceso de bloqueo y desbloqueo de CDT: [https://comunidadesdesoporte.davivienda.com/respuestas/6342](https://comunidadesdesoporte.davivienda.com/respuestas/6342)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
399,200,"¿Quieres saber qué es el código de transacción 611 en Teller Elevate,","Lo siento, no encontré información específica sobre el código de transacción 611 en Teller Elevate. Para obtener una respuesta precisa, es recomendable consultar con un experto o el área encargada de Teller Elevate en Davivienda.",NULL,NULL
400,203,"Qué productos de crédito le puedo ofrecer a un cliente de 93 años ","Para un cliente de 93 años, es importante considerar que las políticas de crédito de Davivienda establecen ciertos requisitos relacionados con la edad y el tipo de ingreso. Por ejemplo, para pensionados por sustitución o invalidez, se deben cumplir condiciones específicas como tener más de 25 años para que la pensión sea considerada como ingreso válido, y en caso de invalidez, presentar exámenes médicos y documentación adicional.

Aunque no se especifican productos de crédito exclusivos para personas de 93 años, es fundamental revisar que el cliente cumpla con los requisitos de ingreso y condiciones establecidas para cada producto. Además, algunos créditos pueden tener restricciones de plazo o condiciones especiales para clientes de edad avanzada.

Te recomiendo evaluar cuidadosamente la documentación del cliente y las condiciones del producto de crédito para asegurar que se ajusten a su perfil.

Si necesitas más detalles sobre requisitos específicos, puedo ayudarte a buscarlos. 😊",NULL,NULL
401,204,"bloqueo o en tarjeta de credito","¿Quieres saber qué significa el bloqueo "O" en una tarjeta de crédito, cómo afecta su uso, o necesitas ayuda para resolver un bloqueo de este tipo? ¿O te interesa otro aspecto relacionado con este bloqueo?",Mal,NULL
402,204,"como realizo el levantamiento en as400","Lo siento, no encontré información específica sobre este tema. ¿Puedes reformular tu pregunta o ser más específico sobre lo que necesitas? 😊",Mal,NULL
403,205,"que hacer si un cliente cambia de genero","Si un cliente cambia de género, debe acudir a una oficina de Davivienda con la siguiente documentación:

1. Fotocopia de la cédula de ciudadanía ampliada al 150%.
2. Copia auténtica del nuevo folio del registro civil de nacimiento con la anotación del cambio de género.
3. Copia de la escritura pública que certifica el cambio de género, obtenida en la Notaría o Registraduría.

En la oficina, se realizará la autenticación biométrica con la nueva cédula y se actualizarán los datos del cliente diligenciando un formulario NIC (Nos Interesa Conocerlo) de manera completa. Además, se enviarán los soportes por digitalización para completar el proceso.

Este trámite permite que el banco actualice correctamente la información del cliente según su nuevo género. 👏✨

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
404,204,"como se puede levantar el bloqueo O en as400","El bloqueo "O" en AS400 es un bloqueo provisional que se utiliza como medida preventiva por parte del área de monitoreo y fraude o porque alguno de los productos del cliente se encuentra en mora. Este bloqueo sí se puede levantar, y la persona que lo realiza depende del canal por donde ingrese el cliente.

Además, puedes gestionar el desbloqueo de AS400 desde el menú del chat de ADA, ya que este proceso de autogestión está habilitado para todos los cargos.

Si quieres conocer el proceso detallado para levantar el bloqueo, puedes consultar el siguiente recurso:

📄 **Información adicional disponible:**

• Proceso para desbloquear AS400: [https://drive.google.com/file/d/117NadWfSTvebI3CpLmoZCDlclqrNnjyy/preview?usp=drive_web&&iconodrive=https://drive-thirdparty.googleusercontent.com/16/type/application/pdf](https://drive.google.com/file/d/117NadWfSTvebI3CpLmoZCDlclqrNnjyy/preview?usp=drive_web&&iconodrive=https://drive-thirdparty.googleusercontent.com/16/type/application/pdf)  

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
405,203,"Dime qué productos entonces le puedo ofrecer a ese cliente ","Para un cliente de 93 años, no hay productos de crédito específicos mencionados en la información disponible. Sin embargo, es importante considerar que para pensionados por sustitución o invalidez existen requisitos de edad y documentación que deben cumplirse, como tener más de 25 años para que la pensión sea considerada ingreso válido y presentar exámenes médicos en caso de invalidez.

No se especifican restricciones directas para clientes de 93 años, pero es fundamental revisar las condiciones particulares de cada producto y la capacidad de pago del cliente. Además, algunos créditos pueden tener limitaciones en el plazo o condiciones especiales para personas de edad avanzada.

Por lo tanto, te recomiendo evaluar cada caso individualmente y verificar que el cliente cumpla con los requisitos de ingreso y documentación para el producto de crédito que se le quiera ofrecer. 😊",NULL,NULL
406,206,"recibir dinero por remesa ","¿Quieres saber cómo recibir dinero por remesas, los requisitos para hacerlo, o tienes alguna duda específica sobre el proceso o los costos asociados?",NULL,NULL
407,206,"quiero saber cómo recibir dinero por remesas","Para recibir dinero por remesas en Davivienda, tienes varias opciones según la moneda y el canal que prefieras:

1. Puedes recibir el dinero directamente en tu cuenta Davivienda.
2. También está disponible recibirlo en Daviplata.
3. Otra opción es recibirlo en efectivo en oficinas de Servicio y CRP de Davivienda.

Para que un familiar te envíe dinero desde el exterior, debe proporcionarte los datos de la cuenta Davivienda, incluyendo el nombre completo del beneficiario y el código Swift del banco. Dependiendo de la moneda, se usan diferentes bancos intermediarios, por ejemplo:
- Para dólares americanos (USD), bancos como Wells Fargo, Standard Chartered o Citibank en Nueva York.
- Para euros (EUR), Deutsche Bank.
- Para libras esterlinas (GBP), Citibank en Londres.

Además, ten en cuenta que para montos iguales o superiores a 1.000 USD, es necesario que actualices o completes tu vinculación con NIC electrónico completo. Para montos de $3 millones o más, se requiere autenticación del cliente.

El proceso para recibir la remesa incluye la autenticación, verificación del giro disponible y, si es necesario, la apertura de una cuenta virtual o tradicional.

📄 **Información adicional disponible:**

• Detalles sobre giros internacionales y bancos intermediarios: [Davivienda Giros Internacionales](https://www.davivienda.com/wps/portal/personas/nuevo/personas/aqui_puedo/manejar_mi_dinero/Giros%20internacionales/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8zi_TwsTQy9LYz8_P19DQwCPX0D3IMcg9zdTMz1wwkpiAJKG-AAjgZA_VGElBTkRhikOyoqAgD3FUYw/dz/d5/L2dBISEvZ0FBIS9nQSEh/)

• Proceso para pago de remesas familiares y requisitos: [Capacitación Remesas](https://docs.google.com/presentation/d/1So1hYKwfyyyiRATi5enyhAhWmSJw6CVQXV2xUhbqTNA/present?slide=id.g1dabba0f3b3_0_6)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
408,207,"Cómo saber el estado de solicitud de crédito en AS400","Para conocer el estado de una solicitud de crédito en AS400, debes ingresar al aplicativo y usar la opción 1-4-3-4. Los estados principales que puedes encontrar son:

1. Solicitud radicada: procesos 950, 601
2. En proceso: procesos 614, 625, 617 o 14, 25, 27
3. Solicitud aprobada: procesos 028, 628
4. Solicitud negada: proceso 090

Así podrás identificar en qué etapa se encuentra la evaluación de la solicitud de crédito. 😊

Si quieres profundizar en cómo consultar información de créditos en AS400, puedes revisar esta presentación que explica varios aspectos relacionados: [Consulta de créditos por AS400](https://docs.google.com/presentation/d/1bONjEQoXk2XVRShzA1gGlzi_KeUeYkK7LuGJa1qPfy8/preview)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
409,208,"como bloquear un cheque de gerencia","Para bloquear un cheque de gerencia en Davivienda, debes realizar la orden de no pago exclusivamente a través del aplicativo Cliente 360, ingresando por la opción Empresas con el NIT del Banco (860034313-7). Luego, selecciona la opción 'Novedades Cheques de Gerencia' en Transacciones en Línea. Allí debes ingresar el número de la cuenta de operaciones y el número de la chequera correspondiente al cheque de gerencia que deseas bloquear. Después, podrás seleccionar el o los cheques que quieres bloquear, indicando el tipo de novedad, el indicador de no pago y el motivo. Finalmente, la transacción quedará procesada cuando aparezca el mensaje 'Novedad Exitosa'.

Este proceso es exclusivo para cheques de gerencia y no está disponible por otros canales como call center o chat.

Si necesitas más detalles o realizar otros trámites relacionados, puedes consultar el formulario para novedades de productos de captación.

👍 Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
410,209,"que hacer en casdo perdida cheques","Si pierdes un cheque, es importante actuar con rapidez para evitar fraudes o cobros indebidos. Aunque los documentos no detallan un proceso específico para la pérdida, te recomiendo seguir estos pasos generales basados en las medidas de seguridad para cheques:

1. Comunícate inmediatamente con la entidad bancaria para reportar la pérdida y solicitar que se bloquee o anule el cheque.
2. Proporciona toda la información posible sobre el cheque perdido, como número, valor, fecha y beneficiario.
3. Solicita la emisión de un nuevo cheque si es necesario.
4. Mantente atento a cualquier movimiento sospechoso en tu cuenta y reporta cualquier anomalía a la gerencia de seguridad corporativa o a las líneas indicadas por el banco.

Recuerda que el banco realiza varias verificaciones para evitar pagos fraudulentos, como autenticación biométrica, confirmaciones telefónicas y revisiones bajo luz ultravioleta. En caso de señales de alerta, se debe contactar con Seguridad Bancaria.

Si quieres conocer más sobre las medidas de seguridad y procesos relacionados con cheques, puedes consultar la presentación disponible en este enlace:

📄 **Información adicional disponible:**

• Presentación sobre giro de cheques: [https://docs.google.com/presentation/d/1eLyBGWYOcXU_EaHM_K5eADmWPtPcUvZXHB4gZYyxJ7E/edit?slide=id.g1eb27eeca6a_0_0#slide=id.g1eb27eeca6a_0_0](https://docs.google.com/presentation/d/1eLyBGWYOcXU_EaHM_K5eADmWPtPcUvZXHB4gZYyxJ7E/edit?slide=id.g1eb27eeca6a_0_0#slide=id.g1eb27eeca6a_0_0)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
411,210,"Un cliente puede hacer uso del app en el exterior ","Sí, un cliente puede usar la app de Davivienda en el exterior. Para ello, es importante que active la configuración para uso en viajes y compras virtuales de sus tarjetas débito o crédito. Esto se puede hacer directamente desde la app Davivienda Móvil siguiendo estos pasos:

1. Selecciona la tarjeta de crédito que deseas usar en el exterior.
2. Toca en "Administrar mi tarjeta".
3. Selecciona la opción "Seguridad".
4. Configura el uso en viajes y compras virtuales, habilitando o deshabilitando las opciones según tus necesidades.
5. Ingresa un contacto de emergencia.

Además, para garantizar que recibas los códigos de confirmación OTP mientras estás en el exterior, se debe seguir el procedimiento especial para clientes en el extranjero.

Si quieres más detalles sobre la configuración y uso de la app en el exterior, puedes consultar la información disponible.

👍✨ Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
412,211,"paso a paso en caso de perdida de un cheque","Si pierdes un cheque, es importante actuar con rapidez para evitar que alguien más lo cobre o use indebidamente. Aquí te dejo un paso a paso para manejar esta situación:

1. Verifica que el cheque no haya sido pagado ingresando a Teller Elevate con la máscara 521 para consultar el estado del cheque o la chequera.
2. Si detectas alguna señal de alerta, como movimientos sospechosos o intento de cobro en diferentes ciudades, comunícate inmediatamente con la gerencia de seguridad corporativa al celular 323 228 10 63 o a las extensiones 90461, 90465, 90466 o 90470.
3. Reporta la pérdida del cheque al banco para que tomen las medidas necesarias, como bloquear el cheque o emitir un nuevo documento.
4. En caso de que necesites una copia o imagen del cheque que no fue pagado, puedes solicitarla enviando un correo a solcopbog@davivienda.com con el formato correspondiente, o autogestionarla en los repositorios Filenet y Doc1.

Recuerda que es fundamental actuar rápido y seguir los protocolos de seguridad para proteger tus recursos. Si tienes dudas o necesitas ayuda, no dudes en consultarme. 🛡️😊",NULL,NULL
413,212," portal jurídico Corredores","¿Quieres saber qué transacciones puedes realizar en el Portal Jurídico de Corredores o cómo hacer el cargue de archivos de pagos en ese portal? ¿O tienes alguna otra consulta específica sobre el Portal Jurídico de Davivienda Corredores?",NULL,NULL
414,210,"Cual es el procedimiento especial para clientes en el extranjero para reciba los códigos de confirmación OTP  ","Para que los clientes en el extranjero puedan recibir los códigos de confirmación OTP, deben solicitar el envío de estos códigos por correo electrónico. Este procedimiento especial se realiza llamando al Call Center o a través del Chat Davivienda, donde deben notificar que están en un viaje internacional. Es importante que el cliente supere el proceso de autenticación establecido para estos canales, ya que el cambio a envío por correo electrónico no está habilitado para hacerse por canales virtuales.

Además, el cliente debe tener un celular personal registrado para realizar transacciones. En caso de pérdida o cambio de línea, debe actualizar esta información mediante la App o el Call Center, o en una oficina del banco si no puede hacerlo por estos medios.

El banco también puede marcar proactivamente a los clientes que se encuentren de forma permanente en el exterior para que reciban los códigos OTP por correo y notificaciones push en su celular registrado.

No está habilitado el envío de códigos OTP por WhatsApp, solo por mensaje de texto, notificación push o correo electrónico.

Si el cliente regresa del exterior y fue marcado temporal o permanentemente, debe comunicarse con el Call Center para actualizar su estado y datos de contacto.

Si quieres más detalles sobre la gestión de novedades, puedes consultar los siguientes enlaces:

📄 **Información adicional disponible:**

• Proceso para novedades en administrador de usuarios: [https://comunidadesdesoporte.davivienda.com/respuestas/5832](https://comunidadesdesoporte.davivienda.com/respuestas/5832)

• Más información sobre novedades: [https://comunidadesdesoporte.davivienda.com/respuestas/11615](https://comunidadesdesoporte.davivienda.com/respuestas/11615)

• Aplicativo Administrador de Usuarios: [https://sites.google.com/davivienda.com/conecta/personas/aplicativos/administrador-de-usuarios](https://sites.google.com/davivienda.com/conecta/personas/aplicativos/administrador-de-usuarios)

• Presentación sobre el proceso: [https://docs.google.com/presentation/d/1ajzTByGDS5S3dM01dMqU5H30pS6NxGdtESsQ07QRKAo/preview](https://docs.google.com/presentation/d/1ajzTByGDS5S3dM01dMqU5H30pS6NxGdtESsQ07QRKAo/preview)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
