id_tbl_preguntas_conversacion_conecta2,fk_tbl_conversaciones_conecta2,pregunta,respuesta,calificacion,comentario
1069,539,"informacion de cdat movil de empresas","¿Quieres conocer qué es un CDAT móvil para empresas, los requisitos para abrirlo, las tasas actuales, o necesitas ayuda con algún proceso específico como la apertura, cancelación o consulta? ¿O prefieres que te brinde información sobre beneficios o condiciones?",NULL,NULL
1070,539,"quiero conocer como se cancela un cdat movil de una empresa","Para cancelar un CDAT Móvil de una empresa, puedes hacerlo principalmente a través de la App Davivienda o en www.davivienda.com. El botón para cancelar está disponible durante la vigencia del CDAT y puedes realizar la cancelación desde el día del vencimiento hasta dos días hábiles después.

Si el CDAT Móvil está vigente y no permite la cancelación por estos canales, debes diligenciar una solicitud de cancelación en Conecta Novedades Express, siguiendo la ruta: Personas / Novedades de Captación / Novedades CDAT Redención Extemporánea - Error Sistema, y adjuntar una imagen del error que se presenta.

En caso de necesitar los recursos antes de la fecha de vencimiento, puedes negociar el CDAT Móvil en el mercado secundario a través de la mesa de Asesoría.

Recuerda que para programar la cancelación es necesario presentar el título valor y que no es posible revertir la cancelación una vez realizada.

Además, si el CDAT tiene rentabilidad periódica o capitalización, debes asegurarte de descargar los rendimientos pendientes y validar que el CDAT esté asociado a la cuenta del titular para el pago de rendimientos y capital.

📄 **Información adicional disponible:**

• Proceso de cancelación detallado: [https://script.google.com/a/davivienda.com/macros/s/AKfycbzfS6-iorfawpmRbE0KyJ2K_rk4MbCdMpqB-64AN3D6V0kfx6-r/exec](https://script.google.com/a/davivienda.com/macros/s/AKfycbzfS6-iorfawpmRbE0KyJ2K_rk4MbCdMpqB-64AN3D6V0kfx6-r/exec)

• Presentación con detalles del proceso: [https://docs.google.com/presentation/d/1t_5jMytqJVhO_BoZ138X1z5t0KBWIrIPM7BUUvcBIuM/present?slide=id.g1ff56113bd8_0_794](https://docs.google.com/presentation/d/1t_5jMytqJVhO_BoZ138X1z5t0KBWIrIPM7BUUvcBIuM/present?slide=id.g1ff56113bd8_0_794)

• Información sobre CDT Móvil: [https://sites.google.com/davivienda.com/conecta/personas/captaci%C3%B3n/inversi%C3%B3n/cdt-m%C3%B3vil](https://sites.google.com/davivienda.com/conecta/personas/captaci%C3%B3n/inversi%C3%B3n/cdt-m%C3%B3vil)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
1071,539,"se puede aperturar CDAT movil de empresas","Sí, es posible aperturar un CDT Móvil, que es una opción de inversión 100% virtual que se puede realizar desde la App Davivienda Móvil o desde www.davivienda.com. En este proceso, el cliente selecciona el monto, el plazo y la periodicidad de pago de intereses que más le convenga. Al final del plazo, recibirás el dinero inicial más los intereses ofrecidos al momento de la apertura.

Aunque la información específica sobre la apertura de CDT Móvil para empresas no se detalla explícitamente, el producto CDT Móvil está disponible para clientes y se puede abrir con recursos de otros bancos mediante PSE. Además, no hay límite en la cantidad de CDTs que un cliente puede tener.

Si quieres más detalles sobre el manejo y novedades del CDT Móvil, como bloqueos, cambios en forma de pago o impresión de títulos, estos se gestionan en oficinas o a través de canales específicos.

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
1072,541,"compra de cartera con tarjeta de credito por medio de la pagina del banco ",NULL,NULL,NULL
1073,542,"como realizar la compra de cartera de una tarjeta de credito de otro banco con tarjeta de credito davivienda","La compra de cartera con una tarjeta de crédito Davivienda te permite trasladar el saldo pendiente de una tarjeta de otro banco a Davivienda, aprovechando mejores condiciones en tasas de interés y plazos de pago. Aquí te explico cómo hacerlo:

1. La tarjeta que quieres comprar debe ser Visa o Mastercard y debe estar a tu nombre.
2. Puedes solicitar la compra de cartera desde $100.000 en la App Davivienda Móvil o desde $200.000 en el Call Center, según la campaña vigente.
3. El monto máximo que puedes comprar es hasta el cupo disponible en tu tarjeta Davivienda.
4. El plazo para pagar puede ser desde 2 hasta 60 meses, y puedes simular el plazo y la cuota en la solicitud.
5. Consulta la tasa de interés vigente en Cliente 360, en la pestaña de campañas.
6. Puedes hacer varias compras de cartera siempre que tengas cupo disponible y cumplas con las políticas.
7. No se aceptan tarjetas American Express, Crediexpress rotativos ni marcas privadas para compra de cartera.
8. La tarjeta del otro banco no se cancela automáticamente; debes solicitar la cancelación directamente con esa entidad.
9. Si después de 5 días de aprobada la compra no ves reflejado el pago en el otro banco, comunícate con ellos para verificar el estado.

Recuerda que si interrumpes el proceso en la App, deberás iniciar de nuevo. También, si el valor no se refleja en el otro banco, solicita una certificación de la compra para validar el proceso.

Si quieres más detalles, puedes consultar las siguientes referencias:

📄 **Información adicional disponible:**

• Tasas y tarifas vigentes: [https://www.davivienda.com/wps/portal/personas/nuevo/personas/tasasytarifas/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8ziTdw9fQxdzQIcXY3NjAwcPUzMjCwswgwNzA30w8EKjC0CTfy8nIx8g90sjQ0cfQ2CnR0t_Q393Y30o4jRb4ADOBoQpx-Pgij8xofrR4GV4PMBPgUGbuZQBXgsKcgNDY0wyPQEAKDJNcw!/dz/d5/L2dBISEvZ0FBIS9nQSEh/](https://www.davivienda.com/wps/portal/personas/nuevo/personas/tasasytarifas/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8ziTdw9fQxdzQIcXY3NjAwcPUzMjCwswgwNzA30w8EKjC0CTfy8nIx8g90sjQ0cfQ2CnR0t_Q393Y30o4jRb4ADOBoQpx-Pgij8xofrR4GV4PMBPgUGbuZQBXgsKcgNDY0wyPQEAKDJNcw!/dz/d5/L2dBISEvZ0FBIS9nQSEh/)

• Proceso y condiciones de compra de cartera: [https://comunidadesdesoporte.davivienda.com/respuestas/10614](https://comunidadesdesoporte.davivienda.com/respuestas/10614)

• Preguntas frecuentes sobre compra de cartera: [https://comunidadesdesoporte.davivienda.com/respuestas/2213](https://comunidadesdesoporte.davivienda.com/respuestas/2213)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
1074,543,"donde puedo validar un bloqueo por vinculaciòn?","Para validar un bloqueo por vinculación, puedes usar la herramienta llamada "Bloqueos Vinculación" donde ingresas el ID o número de cuenta del cliente y te mostrará si tiene algún bloqueo y el estado del mismo. 

Si eres de oficina, puedes consultar los requisitos y gestionar el desbloqueo a través del formulario Conecta Novedades Express en la ruta: Novedades de Cuenta / Desbloqueo de cuentas por vinculación. En caso de bloqueos de alto riesgo, es necesario que los documentos sean aprobados por el Centro de Operaciones y el área de vinculación antes de solicitar el desbloqueo.

Si eres del Call Center, puedes consultar el tipo de bloqueo en la misma herramienta, pero para bloqueos de alto riesgo, PEP, captación o cliente fallecido, no es posible desbloquear la cuenta desde allí; en ese caso, se debe invitar al cliente a acercarse a una oficina para actualizar su información.

Para bloqueos por FATCA o CRS, la actualización se puede hacer por canales digitales y el desbloqueo se realiza automáticamente en 3 días hábiles.

📄 **Información adicional disponible:**

• Consulta y gestión de bloqueos por vinculación: [https://script.google.com/a/macros/davivienda.com/s/AKfycbyEO1nTTJ9n6wq0P4goSRpgeoTmlh1XmHUlFQWvuvG08h0y9BgOUBZCsIT9si1ry6Kd2g/exec](https://script.google.com/a/macros/davivienda.com/s/AKfycbyEO1nTTJ9n6wq0P4goSRpgeoTmlh1XmHUlFQWvuvG08h0y9BgOUBZCsIT9si1ry6Kd2g/exec)

• Herramienta para validar bloqueos por alto riesgo: [https://script.google.com/a/macros/davivienda.com/s/AKfycbwkhUNvgWlTaTnKSAKAipFmjv4aEX8Zdh6VkC7vOzyE5GFXWVuvvNme5A5HuRQiWA8RUg/exec](https://script.google.com/a/macros/davivienda.com/s/AKfycbwkhUNvgWlTaTnKSAKAipFmjv4aEX8Zdh6VkC7vOzyE5GFXWVuvvNme5A5HuRQiWA8RUg/exec)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
1075,544,"tasas de cambio","¿Quieres saber qué es la tasa de cambio, cómo se aplica en Davivienda, o necesitas información sobre la TRM actual o alguna operación específica con divisas?",Bien,NULL
1076,545,"paso a paso para renovar un cdt virtual ","Para renovar un CDT virtual en Davivienda, aunque no se encuentra un paso a paso específico para la renovación en los documentos, generalmente el proceso de renovación o reinversión de un CDT se puede realizar en cualquier oficina sin necesidad de traslado del título. Para hacerlo virtualmente, te recomiendo seguir estos pasos generales:

1. Ingresa a la zona privada de la App Davivienda o a davivienda.com con tu documento de identidad y clave virtual.
2. Accede a la sección de Inversiones o CDT.
3. Selecciona el CDT que deseas renovar o reinvertir.
4. Sigue las instrucciones para realizar la renovación o reinversión, que puede incluir la selección del plazo y la confirmación de la operación.

Si necesitas una certificación o detalles de tu CDT, puedes descargarla desde la App o la página web siguiendo los pasos indicados para certificaciones.

Para más detalles sobre la reinversión en oficinas, el cliente puede acudir a cualquier oficina sin necesidad de traslado del título.

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
1077,546,"cuales son los rechazos pse","Los rechazos en pagos PSE pueden deberse a varias causas comunes que afectan la transacción. Algunas de las razones más frecuentes incluyen:

1. Transacción sospechosa de fraude: Esto puede ocurrir por parámetros de seguridad tanto de PSE como del banco. En estos casos, se recomienda validar con el área de monitoreo y fraude transaccional para determinar si se puede reintentar el pago. Para un nuevo intento, es importante realizar el pago desde una IP habitual, eliminar datos de navegación y asegurarse de tener una conexión a internet estable.

2. Acceso denegado o problemas con el portal empresarial: Mensajes como "No se puede acceder a este sitio Web" o "Acceso Denegado" pueden indicar problemas con los parámetros de acceso, navegador o conexión a internet.

3. Usuario no autorizado: Si el usuario está en listas restrictivas, puede recibir mensajes que impiden la creación de usuarios o la realización de pagos.

4. Error en la clave dinámica del token: Si se ingresa erróneamente la clave dinámica, se debe esperar a que cambie y volver a ingresar la nueva clave.

5. Restricciones por IP: Si la empresa tiene restricción de IP y el acceso no es desde una IP autorizada, la transacción puede ser anulada.

6. Datos inválidos: Por ejemplo, si al crear o actualizar un usuario se ingresa un documento inválido o los nombres y apellidos no coinciden con los registros oficiales.

Estos son algunos de los rechazos más comunes que pueden presentarse en pagos PSE. Si tienes alguna duda específica sobre un mensaje de error, puedo ayudarte a entenderlo mejor 😊",NULL,NULL
1078,546,"base de rechazos pse","¿Te gustaría conocer cuáles son las causas más comunes de rechazo en transacciones PSE, o prefieres que te explique cómo consultar la base de datos de rechazos para un caso específico? ¿O necesitas información sobre algún tipo de rechazo en particular?",Mal,NULL
1079,547,"CDT  VIRUTAL ","¿Quieres saber qué es un CDT virtual, cómo abrirlo, los requisitos, o necesitas ayuda con algún proceso específico relacionado con el CDT virtual?",NULL,NULL
1080,547,"EL SIMULADOR DE CDT VIRTUAL  ","El simulador de CDT virtual es una herramienta que permite realizar simulaciones para Certificados de Depósito a Término (CDT) a través de los canales disponibles en Davivienda. Puedes acceder a este simulador en oficinas mediante Cliente 360 en venta en línea, siguiendo la ruta: Módulo Venta en Línea 360 – Apertura en Información Transacciones en línea CDT Simulador y apertura. También se brinda asistencia a los clientes a través de los canales virtuales del banco.

Es importante tener en cuenta que este simulador es temporal y de uso exclusivo interno del banco, por lo que no debe ser entregado a los clientes directamente. Las oficinas pueden usarlo para simular CDT con tasa fija en pesos tanto para personas naturales como jurídicas. Para simular con tasa de atribución, se debe hacer cada escenario por separado.

Ten presente que si la Fuerza Comercial o la Red de Oficinas entrega una tasa usando el simulador para Persona Jurídica, será responsable por cualquier inconveniente con los clientes de la Banca Empresas. 👀✨

📄 **Información adicional disponible:**

• Simulador CDT Cobis: [https://www.davivienda.com/wps/portal/personas/nuevo/personas/portlet/simulador_cdt_cobis](https://www.davivienda.com/wps/portal/personas/nuevo/personas/portlet/simulador_cdt_cobis)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
1081,548,"certificado de cupo pignorado","¿Quieres saber cómo solicitar un certificado de cupo pignorado o necesitas información sobre qué es y para qué sirve? ¿O prefieres conocer los requisitos y el proceso para obtenerlo?",NULL,NULL
1082,548,"Quieres saber cómo solicitar un certificado de cupo pignorado o necesitas información sobre qué es y para qué sirve","Para solicitar un certificado de cupo pignorado en Davivienda, debes seguir estos pasos:

1. Realiza la solicitud a través de CIGO si eres cliente de la Banca Pyme. Si eres cliente Empresarial o Corporativo, debes hacerlo por el enlace de los anuncios respectivos.
2. Adjunta el Acta de Aprobación y el Formato de Solicitud de Certificaciones de Cupos.
3. En el caso de clientes persona jurídica, la solicitud debe enviarse al correo desembolsoscomerciales.bancapyme@davivienda.com, anexando el formato de solicitud, el acta de aprobación y la Cámara de Comercio vigente.

Recuerda que el formato de redistribución de cupos debe estar firmado por el titular del crédito.

Si necesitas más detalles sobre el procedimiento, puedes consultar el siguiente enlace:

📄 **Información adicional disponible:**

• Procedimiento para solicitud de certificación de cupos: [https://drive.google.com/drive/folders/1MYdyY060FbWbdYFKUqowcq3Dh4LbPYHR](https://drive.google.com/drive/folders/1MYdyY060FbWbdYFKUqowcq3Dh4LbPYHR)

• Formato y requisitos para persona jurídica: [https://storage.cloud.google.com/adjuntos-preguntas-prod/1657208716376Banner%20Naranja.pngarchivo.png](https://storage.cloud.google.com/adjuntos-preguntas-prod/1657208716376Banner%20Naranja.pngarchivo.png) 

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
1083,549,"notificación débito automático","¿Podrías especificar a qué tipo de débito automático te refieres? ¿Es para el pago de un crédito, una tarjeta, o alguna otra cuenta? ¿Quieres saber cómo recibir notificaciones o cómo programar el débito automático?",NULL,NULL
1084,549,"la cliente recibió el mensaje Apreciado cliente, le informamos que la inscripcion debito automatico que programo en su cuenta Davivienda, para pagar  NOMBRE EMPRESA  ha sido aprobada., pero no lo reconoce","Cuando recibes un mensaje que confirma la inscripción a un débito automático para pagar a una empresa, significa que el banco ha registrado esa autorización para que se realicen los pagos automáticamente desde tu cuenta. Este mensaje es un requisito regulatorio para informarte sobre esta inscripción y protegerte.

Si no reconoces haber realizado esta inscripción, puede ser por un error o porque alguien más autorizó el débito. En este caso, te recomiendo:

1. Revisar el nombre del comercio o empresa que aparece en el mensaje para verificar si te suena familiar.
2. Consultar en la plataforma de Davivienda en la sección de "Mis pagos automáticos" para verificar las domiciliaciones activas.
3. Si confirmas que no autorizaste el débito, puedes cancelar la inscripción de dos formas:
   - Si la inscripción fue hecha a través de Davivienda, puedes eliminarla ingresando a la opción de pagos automáticos en la página web.
   - Si la inscripción fue autorizada directamente a la empresa o comercio, debes solicitar la cancelación directamente con ellos.

Además, si tienes dudas o sospechas de fraude, es importante comunicarte con la línea de atención del banco para reportar la situación.

📄 **Información adicional disponible:**

• Proceso y notificaciones de inscripción a débito automático: [https://comusoporte-produccion.appspot.com/respuestas/2159](https://comusoporte-produccion.appspot.com/respuestas/2159)

• Cómo cancelar un débito automático: [https://comunidadesdesoporte.davivienda.com/respuestas/12544](https://comunidadesdesoporte.davivienda.com/respuestas/12544)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
1085,550,"Que significa etapa de proceso 601 para apertura de credito hipotecario ",NULL,NULL,NULL
1086,551,"LA CLIENTE NO LO RECONOCE, ¿QUÉ HAGO?","¿Podrías darme un poco más de contexto sobre a qué te refieres con "no lo reconoce"? ¿Es un producto, una transacción, un cargo en la cuenta, o algo diferente? Así podré ayudarte mejor.",NULL,NULL
1087,551,"La notificación que recibió de una programación de débito, tampoco sale en sus canales virtuales","¿Quieres saber cómo proceder cuando una cliente recibe una notificación de programación de débito que no aparece en sus canales virtuales? ¿O necesitas ayuda para verificar o gestionar esa programación de débito?",NULL,NULL
1088,550,"Cuanto tiempo puede tardar la apertura de un credito hipotecario","El tiempo específico para la apertura de un crédito hipotecario no está detallado en la información disponible. Sin embargo, es importante tener en cuenta que los plazos para créditos hipotecarios pueden variar según el tipo de crédito y las políticas del Fondo Nacional del Ahorro, especialmente en casos de cesión de crédito hipotecario. Para créditos de compra de cartera de vivienda, los plazos pueden ser hasta 20 años en pesos o 30 años en UVR. Te recomiendo validar el preaprobado para agilizar el proceso de compra de cartera o cesión de crédito hipotecario.

📄 **Información adicional disponible:**

• Más detalles sobre crédito hipotecario: [https://sites.google.com/davivienda.com/conecta/personas/vivienda/cr%C3%A9dito-hipotecario](https://sites.google.com/davivienda.com/conecta/personas/vivienda/cr%C3%A9dito-hipotecario)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
1089,551,"si, la primera",NULL,NULL,NULL
1090,551,"esto ¿Quieres saber cómo proceder cuando una cliente recibe una notificación de programación de débito que no aparece en sus canales virtuales?","Cuando una cliente recibe una notificación de una programación de débito que no reconoce y que no aparece en sus canales virtuales, es importante seguir estos pasos para aclarar la situación:

1. Verifica que el producto seleccionado para el débito esté activo y que haya tenido fondos suficientes dos días hábiles antes del vencimiento.
2. Consulta los movimientos de la cuenta para confirmar si el débito se ha realizado o no.
3. Confirma que la referencia de pago esté activa y que el servicio asociado esté vigente.
4. Recuerda que la inscripción para domiciliación queda habilitada para el primer débito después de 30 días calendario de la inscripción.
5. Si después de estas validaciones la situación persiste y la cliente sigue sin reconocer la programación, se debe:
   - En oficina: validar el caso a través del chat de expertos.
   - En call center: radicar una solicitud en Cliente 360 con el número de identificación del cliente, seleccionando la opción Transacciones Primera Línea, tipo de novedad "No generó el débito del servicio" y describiendo el caso en observaciones.

Estos pasos ayudarán a identificar si la notificación corresponde a una domiciliación válida o si es necesario investigar más a fondo para proteger a la cliente. 🛡️👍

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
1091,552,"reexpedicion por fraude ","¿Quieres saber qué es la reexpedición por fraude, cómo solicitarla, o los requisitos para hacer este trámite? ¿O necesitas ayuda con un caso específico relacionado con la reexpedición de tu tarjeta?",NULL,NULL
1092,552,", cómo solicitarla","Para solicitar la reexpedición de una tarjeta Davivienda por fraude, puedes hacerlo a través de varios canales: la App Davivienda, la página web, el Call Center o en una oficina física. La reexpedición implica cancelar la tarjeta actual y emitir una nueva con un número diferente. Si la reexpedición es por fraude y la respuesta es favorable para ti, el cobro generado por este trámite será reversado.

Aquí te dejo los pasos básicos:

1. Reporta el fraude y solicita la reexpedición de tu tarjeta por los canales mencionados.
2. El banco cancelará la tarjeta afectada y emitirá una nueva con un número diferente.
3. Si hubo un cobro por la reexpedición, y el caso de fraude es confirmado, se reversará ese cobro.

Además, si necesitas solicitar el ajuste por el cobro de reexpedición, el banco tiene un proceso interno para validar y aplicar el reintegro si corresponde, el cual puede tardar hasta 24 horas hábiles.

Si quieres conocer los costos asociados, puedes consultarlos en la sección de Tasas y Tarifas.

📄 **Información adicional disponible:**

• Detalles sobre renovación y reexpedición de tarjetas: [https://www.davivienda.com/wps/portal/personas/nuevo/personas/tasasytarifas/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8ziTdw9fQxdzQIcXY3NjAwcPUzMjCwswgwNzA30w8EKjC0CTfy8nIx8g90sjQ0cfQ2CnR0t_Q393Y30o4jRb4ADOBoQpx-Pgij8xofrR4GV4PMBPgUGbuZQBXgsKcgNDY0wyPQEAKDJNcw!/dz/d5/L2dBISEvZ0FBIS9nQSEh/](https://www.davivienda.com/wps/portal/personas/nuevo/personas/tasasytarifas/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8ziTdw9fQxdzQIcXY3NjAwcPUzMjCwswgwNzA30w8EKjC0CTfy8nIx8g90sjQ0cfQ2CnR0t_Q393Y30o4jRb4ADOBoQpx-Pgij8xofrR4GV4PMBPgUGbuZQBXgsKcgNDY0wyPQEAKDJNcw!/dz/d5/L2dBISEvZ0FBIS9nQSEh/)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
1093,553,"notificación débito automático","¿Podrías especificar a qué tipo de débito automático te refieres? ¿Es para el pago de un crédito, una tarjeta, o alguna otra cuenta? ¿Quieres saber cómo recibir notificaciones o cómo configurar el débito automático?",NULL,NULL
1094,553,"Me ayudas a cómo tomo la reclamación de 360, de un pago recurrente que se le notifico a la cliente pero que no reconoce","Para tomar la reclamación en Cliente 360 sobre un pago recurrente que la cliente no reconoce, sigue estos pasos:

1. Verifica en Cliente 360 en la pestaña de saldos, movimientos y extractos si el movimiento aparece. Si no aparece, no selecciones ningún movimiento.
2. En el campo de descripción, detalla todos los datos de la transacción que se está reclamando.
3. Revisa en la pestaña de solicitudes de servicio si existen reclamaciones previas relacionadas para evitar duplicados.
4. Si el cliente no está conforme con la respuesta, puedes radicar una nueva solicitud seleccionando la opción de reconsideración y registrando el radicado anterior.
5. Si detectas que no se realizó el ajuste o la respuesta no corresponde, puedes escalar la novedad con un experto a través del chat para que se procese rápidamente.

Recuerda que si eres gerente, jefe de zona o subgerente, puedes recomendar un caso de descuento y no pago ya radicado para atención prioritaria.

Si necesitas más detalles, puedes consultar los recursos disponibles en los enlaces proporcionados.

👍 Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
1095,553,"aún no se le ha débito ningun valor, solo se le notificó la programación de un débito ","¿Quieres saber cómo informar o gestionar la reclamación de una notificación de débito automático programado que la cliente no reconoce? ¿O necesitas saber qué pasos seguir para aclarar esta situación con la cliente?",NULL,NULL
1096,553,"¿Quieres saber cómo informar o gestionar la reclamación de una notificación de débito automático programado que la cliente no reconoce?  este, si","Cuando una cliente recibe una notificación de débito automático programado que no reconoce, es importante seguir estos pasos para gestionar la reclamación de manera adecuada:

1. Verifica el mensaje recibido, ya que Davivienda notifica por SMS la inscripción de débito automático con un texto claro que incluye el nombre del comercio o servicio.

2. Si la cliente desconoce esta inscripción, debe comunicarse con la línea de atención 3383838 para reportar la situación.

3. Para atender estas novedades, puedes consultar el código corto desde el cual se envió el mensaje y utilizar las herramientas internas como Consultas AXON para autogestionar y consultar información del comercio involucrado.

4. En caso de notificaciones erradas o que no correspondan a la cliente, se debe identificar si el problema es por portabilidad o error en el envío de mensajes. Si es así:
   - Desde oficina, radica la solicitud en Conecta Novedades Express con motivo "Call back cobranzas" y submotivo "Notificación errada de cobranzas".
   - Desde Call Center o Chat, radica la solicitud en Cliente 360 por la opción Transacciones Primera Línea / Notificaciones erradas.

5. Si la persona no es cliente, debe ser creada como prospecto en Cliente 360 para poder tomar la novedad, ingresando el código corto y contenido del mensaje.

6. Para consultar pagos recurrentes y verificar el nombre del establecimiento, puedes revisar la información en Postillion y los recursos disponibles en los enlaces proporcionados.

Si necesitas más ayuda o detalles, estoy aquí para apoyarte 😊",NULL,NULL
1097,554,"CUENTA   AFC COMO SE APERTURA ","Para abrir una cuenta AFC en Davivienda, es necesario que el cliente tenga un ingreso superior a 4 salarios mínimos legales mensuales vigentes (SMLMV). Este requisito es fundamental para poder acceder a este tipo de cuenta. Si cumples con este ingreso, puedes iniciar el proceso de apertura de la cuenta AFC. 😊",NULL,NULL
1098,554,"S NO SE CUMPLE CON ESE INGRESO NO SE PUEDE APERTURAR  ?","¿Quieres saber si es posible abrir una cuenta AFC sin cumplir con el requisito de ingresos mínimos, o te gustaría conocer otras opciones de cuentas de ahorro que podrían ajustarse a tu situación?",NULL,NULL
1099,554,"si se puede aperturar la cuenta afc, sin cumplir con los ingresos ","Para abrir una cuenta AFC en Davivienda, es necesario que el cliente tenga un ingreso superior a 4 salarios mínimos legales mensuales vigentes (SMLMV). No es posible aperturar esta cuenta si no se cumple con este requisito de ingresos mínimos. La cuenta AFC está diseñada para fomentar el ahorro a largo plazo con beneficios tributarios específicos para la adquisición de vivienda, por lo que este requisito es fundamental. Si tienes alguna otra consulta o necesitas información sobre otras opciones, estoy aquí para ayudarte 😊",NULL,NULL
1100,553,"cómo tomo la reclamación por cliente 360 porque la cliente desconoce esta inscripción ","Para tomar la reclamación en Cliente 360 cuando la cliente desconoce la inscripción de un débito automático programado, sigue estos pasos:

1. Verifica en Cliente 360 en la pestaña de saldos, movimientos y extractos si el movimiento aparece. Si no aparece, no selecciones ningún movimiento.
2. En el campo de descripción, detalla todos los datos de la transacción que se está reclamando para que quede claro el motivo.
3. Revisa en la pestaña de solicitudes de servicio si existen reclamaciones previas relacionadas para evitar duplicados.
4. Si el cliente no está conforme con la respuesta, puedes radicar una nueva solicitud seleccionando la opción de reconsideración y registrando el radicado anterior.
5. Si detectas que no se realizó el ajuste o la respuesta no corresponde, puedes escalar la novedad con un experto a través del chat para que se procese rápidamente.
6. Si eres gerente, jefe de zona o subgerente, puedes recomendar un caso de descuento y no pago ya radicado para atención prioritaria.

Si necesitas más detalles, puedes consultar los recursos disponibles en los enlaces proporcionados. 😊",NULL,NULL
1101,554,"en que casos puede retirar el dinero de la cuenta afc ","Puedes retirar el dinero de tu cuenta AFC en Davivienda en los siguientes casos:

1. Cuando el retiro esté destinado a la adquisición de vivienda.
2. Si tienes un crédito en otra entidad y necesitas usar los recursos para ello.
3. Para retiros con un destino diferente a vivienda.
4. Para cubrir la cuota inicial de una vivienda.

Para realizar el retiro, debes presentar los documentos necesarios, que pueden ser físicos o electrónicos, siempre que estén debidamente firmados. Es importante que los documentos originales, como la promesa de compraventa, estén digitalizados para su consulta. Además, el director administrativo validará los documentos presentados y deberás responder sobre el uso de los depósitos en el formato "mis transacciones en caja".

Todos los retiros deben contar con su respectivo soporte documental, y el proceso incluye la digitalización y custodia de estos documentos.

📄 **Información adicional disponible:**

• Detalles completos sobre el proceso y requisitos en el site de Conecta: [Cuenta AFC Davivienda](https://sites.google.com/davivienda.com/conecta/personas/captaci%C3%B3n/ahorro/cuenta-afc) 👏🔒

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
1102,555,"correo para radicar oficios de desembargo","Para radicar oficios de desembargo en Davivienda, puedes enviar los documentos escaneados al correo notificacionesjudiciales@davivienda.com. Esto aplica para funcionarios de entidades gubernamentales y oficinas rurales a nivel nacional. Además, en Bogotá se pueden radicar presencialmente en el Centro Integral de Atención Logística Documental (CIALD), ubicado en el Edificio Davivienda CCI Calle 28 N° 13ª – 15, entrada Mezzanine, de lunes a viernes de 8:00 a.m. a 5:00 p.m.

Recuerda que el banco tiene un plazo legal de 72 horas para atender estos oficios. Si necesitas consultar los centros CIALD, puedes acceder a los enlaces disponibles para más detalles.

📄 **Información adicional disponible:**

• Consulta los Centros Integral de Atención Logística Documental (CIALD): [https://docs.google.com/spreadsheets/d/1SU4JSL7cQ49rf3z0B2oc11oqZATE5c6e/edit?gid=109689819#gid=109689819](https://docs.google.com/spreadsheets/d/1SU4JSL7cQ49rf3z0B2oc11oqZATE5c6e/edit?gid=109689819#gid=109689819)

• Proceso y detalles adicionales: [https://script.google.com/a/macros/davivienda.com/s/AKfycbzmjwcfnemli68JUeGKyHuLOdDNvB0BXTzvXzR9Raj4daG-8QLjrePMQN7avjUTWafdyw/exec](https://script.google.com/a/macros/davivienda.com/s/AKfycbzmjwcfnemli68JUeGKyHuLOdDNvB0BXTzvXzR9Raj4daG-8QLjrePMQN7avjUTWafdyw/exec)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",Bien,NULL
1103,554,"y si es para construir, puede retirar para pagar  los materiales ","¿Quieres saber si puedes retirar dinero de la cuenta AFC específicamente para la compra de materiales de construcción, o te interesa conocer en general los usos permitidos para retiros relacionados con construcción?",NULL,NULL
