id_tbl_preguntas_conversacion_conecta2,fk_tbl_conversaciones_conecta2,pregunta,respuesta,calificacion,comentario
266,140,"cómo se realiza la entrega de chequera para persona jurídica a través de Cliente 360","La entrega de chequera para persona jurídica a través de Cliente 360 se realiza principalmente en la oficina de radicación de la cuenta y sigue un proceso riguroso para garantizar la seguridad y el cumplimiento de las políticas del banco. Aquí te resumo los pasos según el tipo de receptor:

1. **Entrega a un tercero autorizado con carta:**
   - El Director Administrativo recibe la solicitud y la carta de autorización en papel membreteado, firmada y con sellos húmedos.
   - Se verifica que la solicitud esté completa y que la carta contenga los datos del tercero autorizado.
   - Se confirma la identidad y autorización mediante llamadas telefónicas usando datos de Cliente 360.
   - Se realiza autenticación biométrica al tercero.
   - Finalmente, el Informador asigna y entrega la chequera, y se digitaliza la documentación para custodia.

2. **Entrega al representante legal:**
   - Se valida que la persona sea el representante legal.
   - Se realiza autenticación biométrica.
   - Se recibe la solicitud y se asigna y entrega la chequera.
   - Se digitaliza y envía el soporte a custodia.

3. **Entrega a autorizado en condiciones de manejo:**
   - Se recibe la solicitud con carta de autorización.
   - Se verifica la solicitud y la carta.
   - Se valida la autorización y se realiza autenticación biométrica.
   - Se asigna y entrega la chequera.
   - Se digitaliza y envía el soporte a custodia.

En todos los casos, si se detecta alguna irregularidad o posible fraude, se debe comunicar a Seguridad Bancaria y no realizar la entrega. Además, la empresa debe tener el portal activo para activar la chequera.

Este proceso garantiza que la entrega sea segura y conforme a las políticas internas, utilizando Cliente 360 para validar y registrar las confirmaciones y autorizaciones.

📄 **Información adicional disponible:**

• Presentación capacitación entrega de chequera persona jurídica en oficina: [https://docs.google.com/presentation/d/1erhPR1jy5l07TsEfbujx4XNUwDgaoxvhpFXrzRiJ2I0/edit?slide=id.g103e87915f0_0_0#slide=id.g103e87915f0_0_0](https://docs.google.com/presentation/d/1erhPR1jy5l07TsEfbujx4XNUwDgaoxvhpFXrzRiJ2I0/edit?slide=id.g103e87915f0_0_0#slide=id.g103e87915f0_0_0)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
267,141,"Qué debo hacer si un cliente viene a pedir información sobre productos de otro cliente que está fallecido?","Cuando un cliente solicita información sobre productos de otro cliente que ha fallecido, es importante seguir ciertos procedimientos para proteger la privacidad y cumplir con la ley:

1. La entrega de información solo es viable si el solicitante es heredero y puede probar el parentesco con el cliente fallecido.
2. En caso de que la solicitud provenga de un tercero, solo se puede entregar información si el cliente fallecido autorizó expresamente a esa persona o si la solicitud proviene de autoridades competentes.
3. Para iniciar cualquier trámite, se debe modificar el estado del cliente en el sistema a "Fallecido", para lo cual la oficina debe solicitar la novedad adjuntando el certificado de defunción.
4. La oficina debe verificar la información con fuentes oficiales como la Registraduría Nacional.
5. Para la entrega de dineros o cancelación de cuentas, se requieren documentos adicionales como certificados de defunción autenticados, declaraciones extrajuicio, documentos de identidad y exoneraciones.

Estos pasos garantizan que la información y recursos del cliente fallecido se manejen conforme a la ley y las políticas internas. 😊

📄 **Información adicional disponible:**

• Procedimiento para cambiar el indicador de existencia Cliente en C360: [https://docs.google.com/forms/d/e/1FAIpQLSfQ4k5HEY-oZBpmRP62xJ19MIR5p57x50vHhglipJe0SeTVRQ/viewform](https://docs.google.com/forms/d/e/1FAIpQLSfQ4k5HEY-oZBpmRP62xJ19MIR5p57x50vHhglipJe0SeTVRQ/viewform)

• Flujo de la solicitud: [https://docs.google.com/presentation/d/1hzlFEHRuu8ihky5fU1l_Uz63kw8Y6VsOxBf3X7aPGwo/edit#slide=id.g21c1489437a_0_455](https://docs.google.com/presentation/d/1hzlFEHRuu8ihky5fU1l_Uz63kw8Y6VsOxBf3X7aPGwo/edit#slide=id.g21c1489437a_0_455)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
268,142," recaudo PSE","¿Quieres saber cómo funciona el recaudo por PSE, los horarios en que se abona el dinero recaudado, o tienes alguna duda específica sobre el proceso o estados de las transacciones?",NULL,NULL
269,142,"Cómo se contrata un recaudo PSE","Actualmente, no se encontró información específica sobre el proceso para contratar el servicio de recaudo PSE en los documentos disponibles. Sin embargo, puedo contarte que PSE es un sistema que permite efectuar pagos en línea debitando recursos de cuentas de ahorro o corriente, y el dinero recaudado se abona en ciclos durante el día. Para conocer los pasos exactos para contratar este servicio, te recomiendo verificar con el área encargada de recaudos o con un asesor especializado.

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
270,143,"bloqueo especial de seguridad","¿Te gustaría saber en qué consiste el bloqueo especial de seguridad 20, cómo se aplica, o necesitas ayuda con un caso específico relacionado con este bloqueo?",NULL,NULL
271,141,"Y si quien pide la información es un abogado que está apoderado de los herederos?","¿Quieres saber qué documentos o requisitos debe presentar el abogado apoderado para poder solicitar información o realizar trámites en nombre de los herederos? ¿O te interesa conocer el proceso específico para atender a un apoderado en estos casos?",NULL,NULL
272,143,"como solicitar un desbloqueo por  bloqueo especial de seguridad 20","El bloqueo especial de seguridad 20 se aplica a cuentas de ahorros o corrientes por razones preventivas, como fraudes o investigaciones. Para solicitar el desbloqueo, debes radicar una solicitud a través de Cliente 360 siguiendo esta ruta:

1. Tipo: Solicitud
2. Subtipo: Cambios y novedades
3. Motivo: Cuenta Bloqueada

Además, debes comentar el caso del cliente para que el área encargada pueda validar y procesar el desbloqueo.

Ten en cuenta:
- La respuesta tarda hasta 3 días hábiles y se comunica por Cliente 360 y al cliente desde el correo seguridad_bancaria@davivienda.com.
- Si es necesario, se solicitará más información al cliente para completar el proceso.
- Antes de radicar, verifica si ya hay solicitudes anteriores.
- La radicación puede hacerla la oficina, call center o chat, y la respuesta puede darse por cualquier canal.
- Es importante radicar la solicitud por número de cuenta, no por número de cédula. 🛡️🔒

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",Bien,NULL
273,141,"Si, y si puedo darle la información y bajo qué condiciones ","Sí, puedes entregar información a un abogado que esté apoderado de los herederos de un cliente fallecido, siempre y cuando se cumplan ciertas condiciones para proteger la privacidad y cumplir con la ley:

1. El abogado debe presentar un poder que lo acredite como apoderado de los herederos legítimos.
2. Los herederos deben probar su parentesco con el cliente fallecido mediante documentos como registros civiles de nacimiento, sentencias judiciales o actas que acrediten la calidad de herederos.
3. Se debe presentar el certificado de defunción autenticado del cliente fallecido.
4. La oficina debe validar toda la documentación presentada para confirmar la legitimidad de la solicitud.
5. Se debe conservar copia de los documentos presentados en la carpeta de aspectos legales.

Bajo estas condiciones, se puede entregar la información solicitada, como extractos, certificaciones o paz y salvos, que generalmente se requieren para trámites sucesorales.

Si el abogado cumple con estos requisitos, la entrega de información es viable y se realiza conforme a la Ley Estatutaria 1581 de 2012, que regula la protección de datos personales.

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
274,144,"bloqueo por auditoria","¿Podrías contarme un poco más sobre el bloqueo por auditoría? ¿Quieres saber qué es, cómo afecta tu cuenta o tarjeta, o qué pasos seguir si tienes este bloqueo?",NULL,NULL
275,141,"Y si me están pidiendo que entregue los 100.000.000 que tiene en CDT, los entrego en cheque? O debo hacer algún proceso adicional? Debo pedir autorización de algún área?","Para entregar los 100.000.000 que tiene un cliente fallecido en un CDT, debes tener en cuenta lo siguiente:

1. No es posible entregar el dinero antes de la fecha de vencimiento del CDT; debes esperar a que el CDT venza para poder cancelarlo y entregar los fondos.

2. Según la normativa vigente, si el monto total a favor del cliente fallecido (incluyendo todos sus productos en el banco) supera el límite establecido (actualmente $87.309.536), no se puede entregar el dinero sin un juicio de sucesión. En este caso, como el monto es mayor, se debe realizar el proceso sucesoral correspondiente.

3. La entrega de los fondos no se especifica que deba hacerse en cheque; el procedimiento debe seguir los procesos internos del banco para la cancelación y entrega de dineros.

4. Es indispensable validar toda la documentación requerida, como el certificado de defunción autenticado, documentos que acrediten la calidad de herederos y, en caso de apoderados, el poder que los acredite.

5. No se menciona que se requiera autorización especial de alguna área para realizar esta entrega, pero sí se debe cumplir con el procedimiento interno y la validación documental.

Por lo tanto, no entregas el dinero en cheque directamente sin cumplir estos pasos y procesos legales. Si el monto excede el límite, se debe tramitar el juicio de sucesión para proceder con la entrega.

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
276,144,"como desbloquear una cuenta que tiene bloqueo de auditoria","Para desbloquear una cuenta con bloqueo por auditoría o monitoreo transaccional en Davivienda, el proceso varía según el canal de atención:

1. Si eres de oficina:
   - Verifica si el cliente está en la base de clientes receptores.
   - Sigue los pasos para solicitud de desbloqueo para clientes receptores de fraude.
   - Autentica al cliente mediante biométrico y Cliente 360.
   - Comunícate con la extensión 70257, ya que no se atiende por Chat de expertos.
   - La biometría puede ser realizada por el Director Administrativo o Informador con dispositivo biométrico.

2. Si eres del Call Center o Chat:
   - Confirma el producto bloqueado y el rol de la persona que llama.
   - Realiza una autenticación fuerte (envío de código OTP, preguntas de seguridad).
   - Revisa observaciones en el aplicativo Sicoft y el motivo del bloqueo.
   - Verifica con el cliente si reconoce la transacción o proceso que generó la alerta.
   - Califica la alerta en Sicoft (Confirmada, Fraude, Pendiente).
   - Si el cliente pasa la autenticación y reconoce la transacción, genera el desbloqueo.
   - Si no pasa la autenticación, deja nota pública e invita al cliente a acudir a la oficina.

3. Para desbloqueos en oficina o caja, se pueden realizar desbloqueos por clave o solicitud del cliente, pero otros casos deben seguir el proceso indicado.

4. En todos los casos, la autenticación y validación son clave para garantizar la seguridad.

Si necesitas más detalles, puedes consultar las presentaciones y procesos internos disponibles en los enlaces proporcionados.

📄 **Información adicional disponible:**

• Proceso de gestión de alertas y desbloqueo: [https://script.google.com/a/davivienda.com/macros/s/AKfycbzvAFp-xsv4CcXL5oFkPleQ0wjvbHrm1eNDeiGB/exec](https://script.google.com/a/davivienda.com/macros/s/AKfycbzvAFp-xsv4CcXL5oFkPleQ0wjvbHrm1eNDeiGB/exec)

• Detalles y presentación sobre desbloqueos: [https://docs.google.com/a/davivienda.com/presentation/d/1bXNMIwGviFbkB_bqCJuiXSIHORpcjWpxkYUIONmOgN4/preview](https://docs.google.com/a/davivienda.com/presentation/d/1bXNMIwGviFbkB_bqCJuiXSIHORpcjWpxkYUIONmOgN4/preview)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
277,141,"Y como sé que están en proceso de sucesión?","¿Quieres saber cómo consultar en el sistema si una cuenta o producto está registrado con estado de "sucesión" o si hay alguna novedad relacionada con el proceso sucesoral? ¿O te interesa conocer qué documentos o señales indican que un cliente está en proceso de sucesión?",NULL,NULL
278,141,"Indícame los documentos y señales que indican que un cliente está en proceso de sucesión ","Cuando un cliente está en proceso de sucesión, existen ciertos documentos y señales que lo indican claramente:

1. Documentos que acreditan el fallecimiento y la calidad de herederos, como el registro civil de defunción autenticado y documentos que prueban el parentesco o la calidad de herederos (registros civiles de nacimiento, actas de nacimiento, sentencias que reconozcan unión marital de hecho, actas de conciliación firmadas en vida).

2. La presentación de estos documentos en la oficina para solicitar certificaciones, extractos o paz y salvos, que generalmente se hacen para iniciar el juicio de sucesión.

3. En procesos más avanzados, se requiere copia auténtica de la sentencia de juicio de sucesión o escritura pública de liquidación y adjudicación de herencia, junto con documentos de identidad de los herederos o beneficiarios y cartas de solicitud de pago con reconocimiento notarial.

4. En casos específicos, como cuando no hay hijos ni cónyuge, se puede presentar una declaración juramentada del heredero con testigos que acrediten la ausencia de otros herederos con mejor derecho.

5. La oficina o asesor puede consultar el estado del trámite con el área de operaciones o la dependencia encargada (como Banca Patrimonial).

Estas señales y documentos indican que el cliente está en proceso de sucesión y permiten que el banco gestione adecuadamente la entrega de información y recursos conforme a la ley y políticas internas. 😊",NULL,NULL
279,145," App Empresas Davivienda","¿Quieres saber cómo descargar la App Empresas Davivienda, conocer sus funcionalidades, o tienes alguna duda específica sobre su uso?",NULL,NULL
280,145,"funcionalidades  App Empresas Davivienda","La App Empresas Davivienda está diseñada para facilitar la gestión financiera de las empresas desde cualquier lugar, funcionando como un complemento del portal web. Entre sus principales funcionalidades se encuentran:

1. Apertura de productos asistidos.
2. Aprobaciones de transacciones.
3. Asistente virtual para soporte.
4. Avances y retiros sin tarjeta.
5. Buzón de notificaciones.
6. Cambio de clave virtual.
7. Consulta de saldos y movimientos.
8. Descarga de certificaciones y extractos.
9. Marketplace para servicios adicionales.
10. Gestión del perfil de la empresa.
11. Pagos a obligaciones Davivienda, proveedores, servicios y nómina.
12. Paz y salvos.
13. Selección de empresa para administrar varias cuentas.
14. Transferencias entre cuentas propias, a otras cuentas Davivienda, a otros bancos vía ACH y a productos de inversión.
15. Transferencias con código QR.
16. Atención en línea y oficina virtual para solicitudes y consultas.
17. Estadísticas del cliente para análisis financiero.

Ten en cuenta que para clientes con Portal Pyme, no se pueden realizar pagos a créditos de terceros ni pagos a cuentas AFC.

📄 **Información adicional disponible:**

• Presentación detallada de la App Empresas Davivienda: [https://docs.google.com/presentation/d/e/2PACX-1vRwu8ggG8jlkUAIv0sYDbykJO_ySYgIdyzWEQ42p-posXpEAfR6KVqcTBnjRtma9C9SU0RuTzzJLFup/pub?start=false&loop=false&delayms=3000](https://docs.google.com/presentation/d/e/2PACX-1vRwu8ggG8jlkUAIv0sYDbykJO_ySYgIdyzWEQ42p-posXpEAfR6KVqcTBnjRtma9C9SU0RuTzzJLFup/pub?start=false&loop=false&delayms=3000)

• Portal oficial de la App Empresas Davivienda: [https://appempresasdavivienda.com/](https://appempresasdavivienda.com/)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
281,146,"habilitar o deshabilitar el acceso de un usuario a la app Empresas","Para habilitar o deshabilitar el acceso de un usuario a la app Empresas, debes seguir estos pasos según el tipo de portal que uses:

1. Si usas el portal Pyme:
   - Ingresa al portal con tus datos de acceso.
   - Ve a Administración / Administración portal / Administración de usuarios.
   - Selecciona el usuario que quieres modificar y haz clic en Editar.
   - Escoge el nombre de la empresa en Parámetros Transaccionales.
   - Busca la opción “Acceso App” y elige Sí para habilitar o No para deshabilitar.
   - Guarda los cambios.

2. Si usas el portal Empresarial:
   - Ingresa al portal empresarial con tus datos.
   - Ve a Administración / Usuarios empresa.
   - Selecciona Buscar usuarios.
   - Elige el usuario a modificar y haz clic en Editar.
   - Busca la opción “Acceso App” y elige Sí para habilitar o No para deshabilitar.
   - Finalmente, selecciona Actualizar.

Recuerda que solo el usuario administrador del portal puede realizar esta gestión. 😊👍",NULL,NULL
282,147,"token de prueba de un funcionario","¿Podrías especificar qué tipo de token necesitas para el funcionario? ¿Es para activación, recuperación por pérdida o robo, o alguna otra gestión relacionada con el token?",NULL,NULL
283,148,"Cómo usar llaves","Una llave es un identificador único que reemplaza el número de cuenta para recibir y enviar dinero de forma inmediata y segura. En Davivienda, puedes usar diferentes tipos de llaves, como tu número de celular, número de identificación, correo electrónico o una llave alfanumérica personalizada. Estas llaves se asocian a tus cuentas de ahorros o corrientes para facilitar las transferencias sin necesidad de compartir tu número de cuenta.

Para usar las llaves, debes registrarlas en la App Davivienda o en DaviPlata siguiendo estos pasos:

1. Inicia sesión en la App con tu usuario y contraseña.
2. Accede a la opción "Mis llaves Bre-B" o "Mis Llaves" en DaviPlata.
3. Registra la llave que deseas asociar a tu cuenta (puede ser número celular, documento de identidad, correo electrónico o código alfanumérico).
4. Confirma y finaliza el registro.

Una vez registradas, puedes recibir dinero simplemente compartiendo tu llave con quien te enviará plata, y también puedes enviar dinero usando la llave del destinatario. Además, puedes consultar, modificar o eliminar tus llaves desde la misma App.

Ten en cuenta que las llaves funcionan en un ecosistema financiero amplio, por lo que puedes enviar y recibir dinero con usuarios de otros bancos o billeteras digitales que también usen llaves.

Si quieres más detalles, puedes consultar los siguientes enlaces:

📄 **Información adicional disponible:**

• Detalles completos sobre las llaves y su uso en Davivienda: [https://sites.google.com/davivienda.com/conecta/aparecieron-las-llaves?authuser=0](https://sites.google.com/davivienda.com/conecta/aparecieron-las-llaves?authuser=0)

• Información sobre llaves en DaviPlata: [https://sites.google.com/davivienda.com/conecta/daviplata](https://sites.google.com/davivienda.com/conecta/daviplata)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
284,147," activación token","Para activar un token empresarial en Davivienda, es importante seguir estas recomendaciones:

1. Asegúrate de tener acceso a un computador con internet y que las ventanas emergentes estén habilitadas.
2. Ten a la mano el código de activación, que se envía previamente a tu teléfono celular o correo electrónico. Si no lo tienes, puedes solicitarlo llamando a la línea empresarial al 3278360 en Bogotá o al 018000 919561.
3. Ten el token físico contigo.
4. Debes haber realizado el proceso de preasignación del token con al menos 24 horas de anticipación.

Una vez cumplidos estos pasos, puedes proceder con la activación siguiendo el video o el paso a paso que se encuentra en los siguientes enlaces:

• [Guía visual para activación del token](https://storage.cloud.google.com/adjuntos-preguntas-prod/1737557168075Banner2%20Rojo-3%20(1).pngarchivo.png)

• [Video explicativo para activación del token](https://drive.google.com/file/d/1aCmV8JTJbfBFUwn5wbVr8sFr7JlEVkPl/preview)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",Bien,NULL
285,148,"Puedo tener llaves en más de un banco?","Sí, puedes tener llaves asociadas a tus cuentas en más de un banco. Cada llave es un identificador único que se asocia a una cuenta específica, y aunque una llave solo puede estar vinculada a una cuenta, tú puedes tener múltiples llaves en diferentes bancos o entidades financieras. Por ejemplo, puedes tener una llave alfanumérica, una llave con tu número celular, una con tu número de identificación o con tu correo electrónico, y estas pueden estar registradas en distintas cuentas en Davivienda u otros bancos como Nequi, Bancolombia, Banco Av Villas, Banco de Bogotá, Banco de Occidente, entre otros. Esto facilita que puedas enviar y recibir dinero de forma rápida y segura en el ecosistema financiero Bre-B. 😊",NULL,NULL
286,149,"bloqueo transaccional en cuenta","¿Quieres saber qué es un bloqueo transaccional en una cuenta, en qué casos se aplica, o cómo puedes gestionarlo? ¿Se trata de una cuenta de ahorros, corriente, o algún otro tipo?",NULL,NULL
287,150," App Edificios","¿Podrías contarme un poco más sobre qué necesitas saber de la App Edificios? ¿Quieres información sobre cómo descargarla, sus funcionalidades, o algún proceso específico relacionado con ella?",NULL,NULL
288,149,"como gestionar un bloqueo transaccional en cuenta","Para gestionar un bloqueo transaccional en tu cuenta en Davivienda, es importante seguir estos pasos:

1. Identifica el tipo de bloqueo: puede ser por monitoreo transaccional, confirmación de datos, bloqueo por ATM o redes, o bloqueo en caja/oficina.

2. Si eres funcionario de oficina, puedes realizar desbloqueos por clave, solicitud del cliente, oficina o call center. Otros desbloqueos deben ser direccionados a información.

3. Antes de iniciar el desbloqueo, revisa en el sistema CIM (máscara 2210) con el número de cédula para conocer la causa del bloqueo.

4. Realiza el proceso de autenticación con el cliente, que incluye:
   - Envío de código OTP al celular registrado.
   - Verificación del historial de actualizaciones de datos y notas en Cliente 360.
   - Revisión de reclamaciones por fraude.
   - Realización de 3 preguntas de autenticación.

5. Si el cliente no pasa la autenticación, registra la novedad y sigue el protocolo correspondiente.

6. Para desbloqueos por ATM y caja/oficina, el proceso se realiza en Cliente 360 y puede requerir escalamiento con el coordinador.

7. Para consultar quién generó el bloqueo, puedes usar el aplicativo Stratus siguiendo la ruta: opción 11 para bloqueo transaccional por cuenta, luego opción 2 para consulta de LOG de bloqueos, donde verás el usuario que realizó el bloqueo y el motivo.

Recuerda que para desbloquear cuentas es fundamental seguir los protocolos de seguridad y autenticación para proteger la información y los recursos del cliente. 😊👍

📄 **Información adicional disponible:**

• Proceso de desbloqueo y autenticación en Cliente 360: [https://docs.google.com/presentation/d/1hREOwK25jlA64hwGciW468VW7kvLwaoQbX3R77JxbQA/edit?slide=id.g6e6c01d6b7_0_2#slide=id.g6e6c01d6b7_0_2](https://docs.google.com/presentation/d/1hREOwK25jlA64hwGciW468VW7kvLwaoQbX3R77JxbQA/edit?slide=id.g6e6c01d6b7_0_2#slide=id.g6e6c01d6b7_0_2)

• Consulta de bloqueos transaccionales en Stratus y otros procesos: [https://sites.google.com/davivienda.com/conecta/personas/aplicativos](https://sites.google.com/davivienda.com/conecta/personas/aplicativos)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
289,150,"Un conjunto residencial con convenio de recaudo y portal puede cambiarse a la App Edificios","Actualmente, la App Edificios de Davivienda sigue vigente para los clientes actuales, pero se está realizando una migración hacia la nueva plataforma llamada Jelpit Conjuntos, que incluye un portal pyme y una app para administradores y residentes sin costo. Por lo tanto, un conjunto residencial con convenio de recaudo y portal puede cambiarse a esta nueva plataforma Jelpit Conjuntos, que es la recomendada para la gestión de conjuntos residenciales. Ten en cuenta que si el edificio supera el número de transacciones permitidas, se aplicarán cargos a tarifa plena.

Para más detalles y capacitación sobre este proceso, puedes consultar los recursos disponibles en el site de Conecta de Davivienda.

📄 **Información adicional disponible:**

• Detalles y capacitación sobre Jelpit Conjuntos: [https://sites.google.com/davivienda.com/conecta/la-cima/referidos-comerciales](https://sites.google.com/davivienda.com/conecta/la-cima/referidos-comerciales)

• Ficha técnica y más información: [https://docs.google.com/spreadsheets/d/10iSMxfbxqmd2e5iYI7xaRqeA7uV_436CtfODvz8t_Mg/edit#gid=0](https://docs.google.com/spreadsheets/d/10iSMxfbxqmd2e5iYI7xaRqeA7uV_436CtfODvz8t_Mg/edit#gid=0)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
290,151," conjunto residencial con convenio de recaudo","¿Quieres saber cómo se consulta si un convenio de recaudo está activo para un conjunto residencial o prefieres conocer qué documentos se necesitan para la vinculación de un conjunto residencial con un convenio de recaudo?",NULL,NULL
291,152,"Davivienda Homebroker ?","¿Quieres saber qué es Davivienda Homebroker, cómo funciona, qué herramientas ofrece, o tienes alguna consulta específica sobre su uso? ¿O te interesa información sobre la compra y venta de acciones a través de esta plataforma?",NULL,NULL
292,151,"ué documentos se necesitan para la vinculación de un conjunto residencial con un convenio de recaudo","Para vincular un conjunto residencial con un convenio de recaudo en Davivienda, debes seguir estos pasos y presentar la documentación requerida:

1. Radicar los documentos a través del formulario correspondiente habilitado en el site de Conecta.
2. Realizar seguimiento hasta que se aprueben los documentos y se visualicen todas las imágenes en Filenet.

Es importante tener en cuenta que si la representación legal del conjunto residencial la ejerce otra empresa, se debe crear en el sistema la empresa que actúa como representante legal y su respectivo representante legal, para realizar el relacionamiento correspondiente.

Si quieres consultar la documentación específica, puedes revisar la tabla publicada en el site de Conecta.

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
293,152,"quiero saber qué es Davivienda Homebroker, cómo funciona, qué herramientas ofrece","Davivienda Homebroker es una plataforma que permite a los clientes consultar, comprar y vender acciones de manera fácil y segura. Para acceder, debes autenticarte en el Portal Transaccional y dirigirte al menú Transacciones > Homebroker.

Esta plataforma ofrece diversas herramientas para asesorarte en tus inversiones, entre ellas:

1. Graficador de análisis técnico en tiempo real con 10 años de información y 11 tipos de gráficos.
2. Alarmas para programar compras y ventas automáticas con estrategias "Stop loss" y "Take profit".
3. Noticias macroeconómicas y reportes económicos diarios.
4. Charlas diarias en vivo sobre el mercado.
5. Módulo de consultas y reportes de tus operaciones.
6. Módulo Puntas y Profundidades (PYP) que muestra los mejores 5 precios de compra y venta en tiempo real, con detalles de cantidad y hora.
7. Videos explicativos para personalizar y crear tus propias estrategias de inversión.

Estas herramientas están diseñadas para que tomes decisiones informadas y aproveches al máximo tus inversiones. 😊

📄 **Información adicional disponible:**

• Plataforma Homebroker Davivienda: [https://www.daviviendacorredores.com/wps/portal/corredores/empresas/contenido/Intermediacion/homebroker/](https://www.daviviendacorredores.com/wps/portal/corredores/empresas/contenido/Intermediacion/homebroker/)

• Videos explicativos sobre Homebroker:
  [Video 1](https://drive.google.com/file/d/16G6lx6nZ1r1VFKkF3wobveDDkuhtQhRg/view)

  [Video 2](https://drive.google.com/file/d/1LGnqIvl8ZLHAevfq7B-IjEB0biLoVdFi/view)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",Bien,NULL
294,153,"mascara de pago por ventanilla","¿Podrías especificar a qué tipo de pago por ventanilla te refieres? ¿Es para un recaudo específico o para un servicio en particular? ¿Quieres saber cómo se debe usar la máscara o qué información debe contener?",NULL,NULL
295,153,"servicio pago ventanilla ","¿Podrías contarme qué información necesitas sobre el servicio de pago por ventanilla? ¿Quieres saber cómo funciona, qué tipos de pagos puedes hacer, los requisitos, o algo más específico?",NULL,NULL
296,154,"códigos OTP davivienda ","¿Quieres saber qué son los códigos OTP, cómo funcionan, o tienes algún problema específico con los códigos de confirmación en Davivienda? ¿O necesitas ayuda para habilitarlos o recibirlos correctamente?",NULL,NULL
297,155,"Cómo hacer apertura de cuenta de ahorros para menor de edad ","Para abrir una cuenta de ahorros para un menor de edad en Davivienda, puedes optar por la Cuenta Niños, diseñada para niños entre 0 y 17 años. Esta cuenta es individual y permite que el padre o tutor sea el autorizado responsable de las transacciones. Algunas características importantes son:

1. El único medio transaccional permitido es la tarjeta Davilínea.
2. No se acepta la asignación de talonario.
3. El tutor debe estar registrado en la cuenta y es quien puede realizar novedades como cambios de tarjeta o solicitud de extractos, siempre en compañía del menor.
4. La clave virtual se puede asignar por teléfono rojo, ya que en canales como la APP o Davivienda.com no se permite el ingreso con tarjeta de identidad.

Si quieres conocer más detalles, puedes visitar la página de Conecta donde se explica esta cuenta.

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
298,153,"servicio de pago por ventanilla teller","El servicio de pago por ventanilla (teller) en Davivienda permite realizar pagos de manera presencial en las oficinas del banco. Los pagos por ventanilla y pagos por oficina se unificaron en una sola transacción mediante el código rápido 231 "Pagos en Oficina", y el cuadre documental se realiza a través de la transacción 724 "Movimiento Oficina". Esto facilita el proceso y asegura que los pagos se registren correctamente.

Además, existen diferentes tipos de pasarelas de pago que complementan los servicios de recaudo, como la Pasarela Básica, que permite recibir pagos sin validación de la persona que paga, y la Pasarela Web Service, que ofrece personalizaciones adicionales para clientes con necesidades específicas.

Si quieres conocer más sobre las pasarelas de pago y sus características, puedes revisar los siguientes enlaces.

🔔 Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
299,154,"quiero saber que son los códigos OTP?
","Los códigos OTP (One Time Password) son códigos de un solo uso que se utilizan como un factor de autenticación para confirmar las transacciones u operaciones que realizas en los canales de Davivienda, como la página web, la app móvil y Teléfono Rojo. Estos códigos también ayudan a confirmar tu identidad para alertas en tus transacciones. Cada código tiene una longitud mínima de 6 dígitos y es válido por 3 minutos, con un máximo de 3 intentos para ingresarlo.

Además, si no recibes el código por SMS debido a fallas del operador, el banco puede realizar una llamada para indicarte el código. Los códigos OTP se envían principalmente por SMS y correo electrónico, dependiendo de tu lugar de residencia y situación.

Si vives en Colombia, recibirás el código por SMS y correo. Si vas a salir del país, puedes solicitar que el código se envíe por correo durante tu estadía en el exterior informando a tu asesor o al servicio al cliente.

Espero que esta información te sea útil para entender cómo funcionan los códigos OTP en Davivienda 👏🔒",NULL,NULL
300,156,"bloqueo o en tarjeta","¿Te gustaría saber qué significa el bloqueo "O" en una tarjeta de crédito, o necesitas ayuda con un caso específico relacionado con ese bloqueo? ¿Quieres conocer cómo afecta el uso de la tarjeta o cómo resolverlo?",Mal,NULL
301,156,"significa el bloqueo "O" en una tarjeta de crédito","El bloqueo "O" en una tarjeta de crédito es un bloqueo provisional que se aplica por oficina o de manera extensiva debido a mora. Este tipo de bloqueo se utiliza como medida preventiva por parte del área de monitoreo y fraude, o porque alguno de los productos del cliente se encuentra en mora. Este bloqueo sí se puede levantar, y la persona que lo levanta depende del canal por donde ingrese la solicitud del cliente. 😊

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",Mal,NULL
